start,end,seconds,bytes,bits_per_second,jitter_ms,lost_packets,packets,lost_percent,omitted,sender,interval,type,rtt,snd_cwnd,timestamp,throughput,protocol,direction,throughput_rolled3
0.0,1.000322,1.0003219842910767,71338720,570526059.5711682,0.0022082649255112845,132580,184425,71.8883014775654,False,False,0,summary,,,2021-05-18 22:05:32.000322,570.5260595711682,UDP,downlink,570.5260595711682
1.000322,2.00038,1.0000580549240112,62057600,496431979.679143,0.001954534545404555,142968,188068,76.01931216368547,False,False,1,summary,,,2021-05-18 22:05:33.000380,496.431979679143,UDP,downlink,533.4790196251556
2.00038,3.000432,1.0000519752502441,60889376,487089691.3913986,0.2502049979270276,143372,187623,76.4149384670323,False,False,2,summary,,,2021-05-18 22:05:34.000432,487.0896913913986,UDP,downlink,518.0159102139033
3.000432,4.000104,0.999671995639801,62228224,497989134.60748297,0.0017599268279404655,143185,188409,75.99690036038618,False,False,3,summary,,,2021-05-18 22:05:35.000104,497.989134607483,UDP,downlink,493.8369352260083
4.000104,5.000558,1.0004539489746094,60169728,481139411.25761545,0.07716816827349562,143204,186932,76.6075364303597,False,False,4,summary,,,2021-05-18 22:05:36.000558,481.13941125761545,UDP,downlink,488.7394124188324
5.000558,6.004695,1.0041370391845703,74551680,593956219.8445837,0.003906654882656011,133605,187785,71.14785526000479,False,False,5,summary,,,2021-05-18 22:05:37.004695,593.9562198445838,UDP,downlink,524.361588569894
6.004695,7.001116,0.9964209794998169,67827168,544566358.1595632,0.20657360708409792,138632,187925,73.76985499534389,False,False,6,summary,,,2021-05-18 22:05:38.001116,544.5663581595632,UDP,downlink,539.8873297539209
7.001116,8.000446,0.9993299841880798,71168096,569726493.7592885,0.0005392153881615392,136382,188103,72.50389414310244,False,False,7,summary,,,2021-05-18 22:05:39.000446,569.7264937592886,UDP,downlink,569.4163572544785
8.000446,9.000472,1.000025987625122,66288800,530296618.8502658,0.002287506135048072,139847,188022,74.37799831934561,False,False,8,summary,,,2021-05-18 22:05:40.000472,530.2966188502658,UDP,downlink,548.1964902563726
9.000472,10.000329,0.9998570084571838,73101376,584894642.9873856,0.03959519500571813,135121,188247,71.77856752033233,False,False,9,summary,,,2021-05-18 22:05:41.000329,584.8946429873856,UDP,downlink,561.6392518656468
10.000329,11.000478,1.0001490116119385,70715392,565638849.2432992,0.0011384686693449893,136505,187897,72.6488448458464,False,False,10,summary,,,2021-05-18 22:05:42.000478,565.6388492432992,UDP,downlink,560.2767036936503
11.000478,12.003712,1.0032340288162231,61749376,492402563.91910344,0.3957701373478786,141534,186410,75.92618421758489,False,False,11,summary,,,2021-05-18 22:05:43.003712,492.40256391910344,UDP,downlink,547.6453520499297
12.003712,13.000423,0.996711015701294,60614176,486513543.4053681,0.0015593783811711818,140393,184444,76.11687016113292,False,False,12,summary,,,2021-05-18 22:05:44.000423,486.51354340536807,UDP,downlink,514.8516521892572
13.000423,14.000017,0.99959397315979,62965760,503930689.385496,0.017206377108161714,140293,186053,75.40485775558578,False,False,13,summary,,,2021-05-18 22:05:45.000017,503.930689385496,UDP,downlink,494.2822655699894
14.000017,15.000017,1.0,64413312,515306496.0,0.01028238184055324,138795,185607,74.77896846562899,False,False,14,summary,,,2021-05-18 22:05:46.000017,515.306496,UDP,downlink,501.916909596955
15.000017,16.000333,1.0003160238265991,63703296,509465364.8058943,0.06544067524020818,138209,184505,74.90799707325004,False,False,15,summary,,,2021-05-18 22:05:47.000333,509.4653648058943,UDP,downlink,509.56751673046375
16.000333,17.000133,0.9998000264167786,64711904,517798778.0770397,0.09939226012239288,134410,181439,74.07999382712647,False,False,16,summary,,,2021-05-18 22:05:48.000133,517.7987780770397,UDP,downlink,514.1902129609783
17.000133,18.000299,1.0001660585403442,65106816,520768050.01775616,0.06935875100077384,134249,181565,73.93991132652218,False,False,17,summary,,,2021-05-18 22:05:49.000299,520.7680500177562,UDP,downlink,516.0107309668971
18.000299,19.000368,1.00006902217865,63944096,511517461.9503587,0.0023314500252511164,136187,182658,74.55846445269302,False,False,18,summary,,,2021-05-18 22:05:50.000368,511.51746195035867,UDP,downlink,516.6947633483852
19.000368,20.00011,0.9997419714927673,65247168,522112063.7964296,0.0036890824783534144,136346,183764,74.19625171415511,False,False,19,summary,,,2021-05-18 22:05:51.000110,522.1120637964295,UDP,downlink,518.1325252548485
20.00011,21.000358,1.0002479553222656,61267776,490020704.75823486,0.17568184189608238,132705,177231,74.87685562909424,False,False,20,summary,,,2021-05-18 22:05:52.000358,490.02070475823484,UDP,downlink,507.8834101683414
21.000358,22.000446,1.0000879764556885,57761728,462053174.19939435,0.028575989070450634,126363,168341,75.06370996964495,False,False,21,summary,,,2021-05-18 22:05:53.000446,462.05317419939433,UDP,downlink,491.3953142513533
22.000446,23.00045,1.0000040531158447,65222400,521777085.17702866,0.08098461911158193,132707,180107,73.68231107064135,False,False,22,summary,,,2021-05-18 22:05:54.000450,521.7770851770287,UDP,downlink,491.283654711553
23.00045,24.000445,0.9999949932098389,65176992,521418546.6332491,0.0015562645445206834,138139,185506,74.46605500630707,False,False,23,summary,,,2021-05-18 22:05:55.000445,521.4185466332491,UDP,downlink,501.7496020032245
24.000445,25.000502,1.0000569820404053,60566016,484500520.1717832,0.0029370743125000797,143989,188005,76.58785670593868,False,False,24,summary,,,2021-05-18 22:05:56.000502,484.5005201717832,UDP,downlink,509.23205066068743
25.000502,26.0001,0.9995980262756348,61988800,496109823.113291,0.001321826648311774,138316,183366,75.43165036048123,False,False,25,summary,,,2021-05-18 22:05:57.000100,496.10982311329104,UDP,downlink,500.67629663944155
26.0001,27.000089,0.9999889731407166,65463200,523711374.8916361,0.0005405508602786903,140298,187873,74.67704247017933,False,False,26,summary,,,2021-05-18 22:05:58.000089,523.7113748916361,UDP,downlink,501.4405727255706
27.000089,28.000439,1.000349998474121,63502400,507841456.26521176,0.0008664522381521191,141600,187750,75.41944074567243,False,False,27,summary,,,2021-05-18 22:05:59.000439,507.8414562652118,UDP,downlink,509.2208847567135
28.000439,29.000082,0.9996430277824402,63296000,506548823.8569545,0.0016823681140413994,139457,185457,75.19640671422486,False,False,28,summary,,,2021-05-18 22:06:00.000082,506.5488238569545,UDP,downlink,512.7005516712679
29.000082,30.004754,1.0046720504760742,63503776,505667702.96761477,0.27789740512972816,135071,181222,74.53344516670161,False,False,29,summary,,,2021-05-18 22:06:01.004754,505.6677029676148,UDP,downlink,506.6859943632608
