start,end,seconds,bytes,bits_per_second,omitted,sender,interval,type,rtt,snd_cwnd,throughput,protocol,direction,throughput_rolled3,time_since_start,run,month,server location
0.0,1.000533,1.0005329847335815,127211136,1017146964.1962745,False,False,0,tcp8,,,1017.1469641962746,TCP,downlink,1017.1469641962746,0.0,60301,jan,south-central
1.000533,2.000303,0.9997699856758118,237743360,1902384455.6749182,False,False,1,tcp8,,,1902.3844556749182,TCP,downlink,1459.7657099355963,0.99977,60301,jan,south-central
2.000303,3.001833,1.0015300512313843,234725696,1874936818.611915,False,False,2,tcp8,,,1874.9368186119152,TCP,downlink,1598.1560794943691,2.0013,60301,jan,south-central
3.001833,4.004609,1.002776026725769,237990048,1898649681.7406151,False,False,3,tcp8,,,1898.649681740615,TCP,downlink,1891.9903186758158,3.004076,60301,jan,south-central
4.004609,5.001513,0.9969040155410767,237656608,1907157393.6514657,False,False,4,tcp8,,,1907.1573936514656,TCP,downlink,1893.5812980013316,4.00098,60301,jan,south-central
5.001513,6.000898,0.9993849992752075,235615872,1886086920.823328,False,False,5,tcp8,,,1886.086920823328,TCP,downlink,1897.297998738469,5.000365,60301,jan,south-central
6.000898,7.004991,1.004093050956726,235796448,1878682042.667874,False,False,6,tcp8,,,1878.6820426678742,TCP,downlink,1890.6421190475555,6.0044580000000005,60301,jan,south-central
7.004991,8.000693,0.9957020282745361,237320160,1906756465.3755295,False,False,7,tcp8,,,1906.7564653755296,TCP,downlink,1890.5084762889103,7.00016,60301,jan,south-central
8.000693,9.004199,1.0035059452056885,237847584,1896132933.8312862,False,False,8,tcp8,,,1896.1329338312862,TCP,downlink,1893.857147291563,8.003666,60301,jan,south-central
9.004199,10.000111,0.9959120154380798,238698432,1917425863.327911,False,False,9,tcp8,,,1917.425863327911,TCP,downlink,1906.771754178242,8.999578000000001,60301,jan,south-central
10.000111,11.00023,1.0001189708709717,199994752,1599767690.2445393,False,False,10,tcp8,,,1599.7676902445392,TCP,downlink,1804.4421624679117,9.999697000000001,60301,jan,south-central
11.00023,12.00088,1.0006500482559204,231456544,1850449470.5490007,False,False,11,tcp8,,,1850.4494705490008,TCP,downlink,1789.2143413738165,11.000347000000001,60301,jan,south-central
12.00088,13.003437,1.0025570392608643,227322560,1813942158.68331,False,False,12,tcp8,,,1813.94215868331,TCP,downlink,1754.7197731589495,12.002904000000001,60301,jan,south-central
13.003437,14.004729,1.0012919902801514,226448288,1809248772.171978,False,False,13,tcp8,,,1809.248772171978,TCP,downlink,1824.5468004680959,13.004196,60301,jan,south-central
14.004729,15.000379,0.9956499934196472,232512768,1868228952.2358315,False,False,14,tcp8,,,1868.2289522358315,TCP,downlink,1830.4732943637061,13.999846000000002,60301,jan,south-central
15.000379,16.003741,1.0033620595932007,225359232,1796832797.057276,False,False,15,tcp8,,,1796.832797057276,TCP,downlink,1824.7701738216947,15.003208,60301,jan,south-central
16.003741,17.000306,0.9965649843215942,216777568,1740198151.935431,False,False,16,tcp8,,,1740.198151935431,TCP,downlink,1801.7533004095123,15.999773000000001,60301,jan,south-central
17.000306,18.000293,0.999987006187439,216763104,1734127364.9259367,False,False,17,tcp8,,,1734.1273649259367,TCP,downlink,1757.052771306214,16.999760000000002,60301,jan,south-central
18.000293,19.000776,1.0004830360412598,221429248,1770578730.6592035,False,False,18,tcp8,,,1770.5787306592035,TCP,downlink,1748.30141584019,18.000243,60301,jan,south-central
19.000776,20.00039,0.9996140003204346,222442016,1780223293.6208925,False,False,19,tcp8,,,1780.2232936208925,TCP,downlink,1761.6431297353438,18.999857000000002,60301,jan,south-central
20.00039,21.000407,1.0000170469284058,217858112,1742835186.013361,False,False,20,tcp8,,,1742.835186013361,TCP,downlink,1764.5457367644851,19.999874000000002,60301,jan,south-central
21.000407,22.000072,0.9996650218963623,221504992,1772633729.4851472,False,False,21,tcp8,,,1772.6337294851473,TCP,downlink,1765.2307363731331,20.999539000000002,60301,jan,south-central
22.000072,23.000317,1.0002449750900269,217575488,1740177603.834838,False,False,22,tcp8,,,1740.177603834838,TCP,downlink,1751.8821731111148,21.999784000000002,60301,jan,south-central
23.000317,24.000345,1.0000280141830444,195917472,1567295869.4866273,False,False,23,tcp8,,,1567.2958694866275,TCP,downlink,1693.3690676022036,22.999812000000002,60301,jan,south-central
24.000345,25.004649,1.004304051399231,183604896,1462544302.1498945,False,False,24,tcp8,,,1462.5443021498945,TCP,downlink,1590.0059251571195,24.004116,60301,jan,south-central
25.004649,26.001184,0.9965350031852722,224840544,1804978597.0895672,False,False,25,tcp8,,,1804.978597089567,TCP,downlink,1611.6062562420293,25.000651,60301,jan,south-central
26.001184,27.001243,1.0000590085983276,220552320,1764314450.2772799,False,False,26,tcp8,,,1764.3144502772798,TCP,downlink,1677.2791165055803,26.00071,60301,jan,south-central
27.001243,28.000202,0.9989590048789978,202065792,1618210885.6367004,False,False,27,tcp8,,,1618.2108856367004,TCP,downlink,1729.167977667849,26.999669,60301,jan,south-central
28.000202,29.001204,1.0010019540786743,227704928,1819816051.8843775,False,False,28,tcp8,,,1819.8160518843774,TCP,downlink,1734.113795932786,28.000671,60301,jan,south-central
29.001204,30.000622,0.9994180202484131,220954272,1768663502.345736,False,False,29,tcp8,,,1768.663502345736,TCP,downlink,1735.5634799556046,29.000089000000003,60301,jan,south-central
