radio_type,carrier,interval,timestamp,RTT1,RTT2,Network,KeepOrDrop
5G-SA-Low-Band,TMobile,11.2,1606652048622,576,576,6,YEP
5G-SA-Low-Band,TMobile,11.3,1606652060498,99,100,6,YEP
5G-SA-Low-Band,TMobile,11.4,1606652071998,1524,1524,6,YEP
5G-SA-Low-Band,TMobile,11.5,1606652085022,99,100,6,YEP
5G-SA-Low-Band,TMobile,11.6,1606652096722,1130,1131,6,YEP
5G-SA-Low-Band,TMobile,11.7,1606652109553,139,140,6,YEP
5G-SA-Low-Band,TMobile,11.8,1606652121493,685,685,6,YEP
5G-SA-Low-Band,TMobile,11.9,1606652134078,99,100,6,YEP
5G-SA-Low-Band,TMobile,12,1606652146178,1603,1604,6,YEP
5G-SA-Low-Band,TMobile,12.1,1606652159882,140,140,6,YEP
5G-SA-Low-Band,TMobile,12.2,1606652172222,1171,1172,6,YEP
5G-SA-Low-Band,TMobile,12.3,1606652185694,138,138,6,YEP
5G-SA-Low-Band,TMobile,12.4,1606652198232,727,727,6,YEP
5G-SA-Low-Band,TMobile,12.5,1606652211459,99,100,6,YEP
5G-SA-Low-Band,TMobile,12.6,1606652224159,80,80,6,BAD
5G-SA-Low-Band,TMobile,12.7,1606652236939,1702,1703,6,YEP
5G-SA-Low-Band,TMobile,12.8,1606652251442,119,120,6,YEP
5G-SA-Low-Band,TMobile,12.9,1606652264462,1076,1077,6,YEP
5G-SA-Low-Band,TMobile,13,1606652278539,119,120,6,YEP
5G-SA-Low-Band,TMobile,13.1,1606652291759,663,663,6,YEP
5G-SA-Low-Band,TMobile,13.2,1606652305622,81,81,6,YEP
5G-SA-Low-Band,TMobile,13.3,1606652319003,1592,1592,6,YEP
5G-SA-Low-Band,TMobile,13.4,1606652333995,119,120,6,YEP
5G-SA-Low-Band,TMobile,13.5,1606652347615,1107,1107,6,YEP
5G-SA-Low-Band,TMobile,13.6,1606652362322,119,120,6,YEP
5G-SA-Low-Band,TMobile,13.7,1606652376142,752,753,6,YEP
5G-SA-Low-Band,TMobile,13.8,1606652390695,119,120,6,YEP
5G-SA-Low-Band,TMobile,13.9,1606652404715,1625,1625,6,YEP
5G-SA-Low-Band,TMobile,14,1606652420340,79,80,6,YEP
5G-SA-Low-Band,TMobile,14.1,1606652434520,190,190,6,BAD
5G-SA-Low-Band,TMobile,14.2,1606652448910,929,929,6,YEP
5G-SA-Low-Band,TMobile,14.3,1606652464139,100,100,6,YEP
5G-SA-Low-Band,TMobile,14.4,1606652478639,641,641,6,YEP
5G-SA-Low-Band,TMobile,14.5,1606652493780,140,140,6,YEP
5G-SA-Low-Band,TMobile,14.6,1606652508520,1490,1490,6,YEP
5G-SA-Low-Band,TMobile,14.7,1606652524710,139,140,6,YEP
5G-SA-Low-Band,TMobile,14.8,1606652539650,1089,1089,6,YEP
5G-SA-Low-Band,TMobile,14.9,1606652555639,461,461,6,YEP
5G-SA-Low-Band,TMobile,15,1606652571100,1651,1651,6,YEP
5G-SA-Low-Band,TMobile,15.1,1606652587851,1508,1508,6,YEP
5G-SA-Low-Band,TMobile,15.2,1606652604559,1440,1441,6,YEP
5G-SA-Low-Band,TMobile,15.3,1606652621300,1391,1391,6,YEP
5G-SA-Low-Band,TMobile,15.4,1606652638091,1204,1204,6,YEP
5G-SA-Low-Band,TMobile,15.5,1606652654795,1144,1145,6,YEP
5G-SA-Low-Band,TMobile,15.6,1606652671540,1012,1012,6,YEP
5G-SA-Low-Band,TMobile,15.7,1606652688252,943,944,6,YEP
5G-SA-Low-Band,TMobile,15.8,1606652704996,843,844,6,YEP
5G-SA-Low-Band,TMobile,15.9,1606652721740,752,752,6,YEP
5G-SA-Low-Band,TMobile,16,1606652738492,644,644,6,YEP
5G-SA-Low-Band,TMobile,16.1,1606652755236,510,510,6,YEP
5G-SA-Low-Band,TMobile,16.2,1606652771946,447,447,6,YEP
5G-SA-Low-Band,TMobile,16.3,1606652788693,1624,1624,6,YEP
5G-SA-Low-Band,TMobile,16.4,1606652806718,1523,1522,6,YEP
5G-SA-Low-Band,TMobile,16.5,1606652824740,1433,1433,6,YEP
5G-SA-Low-Band,TMobile,16.6,1606652842773,1324,1324,6,YEP
5G-SA-Low-Band,TMobile,16.7,1606652860797,1223,1223,6,YEP
5G-SA-Low-Band,TMobile,16.8,1606652878820,1090,1090,6,YEP
5G-SA-Low-Band,TMobile,16.9,1606652896810,1028,1028,6,YEP
5G-SA-Low-Band,TMobile,17,1606652914838,921,922,6,YEP
5G-SA-Low-Band,TMobile,17.1,1606652932860,830,830,6,YEP
5G-SA-Low-Band,TMobile,17.2,1606652950890,728,728,6,YEP
5G-SA-Low-Band,TMobile,17.3,1606652968918,632,633,6,YEP
5G-SA-Low-Band,TMobile,17.4,1606652986951,488,488,6,YEP
5G-SA-Low-Band,TMobile,17.5,1606653004939,1751,1752,6,YEP
5G-SA-Low-Band,TMobile,17.6,1606653024291,1568,1568,6,YEP
5G-SA-Low-Band,TMobile,17.7,1606653043559,1501,1501,6,YEP
5G-SA-Low-Band,TMobile,17.8,1606653062860,1413,1413,6,YEP
5G-SA-Low-Band,TMobile,17.9,1606653082173,1341,1342,6,YEP
5G-SA-Low-Band,TMobile,18,1606653101515,1164,1165,6,YEP
5G-SA-Low-Band,TMobile,18.1,1606653120780,1072,1072,6,YEP
5G-SA-Low-Band,TMobile,18.2,1606653140052,1003,1003,6,YEP
5G-SA-Low-Band,TMobile,18.3,1606653159355,905,905,6,YEP
5G-SA-Low-Band,TMobile,18.4,1606653178660,773,773,6,YEP
5G-SA-Low-Band,TMobile,18.5,1606653197933,742,743,6,YEP
5G-SA-Low-Band,TMobile,18.6,1606653217276,564,564,6,YEP
5G-SA-Low-Band,TMobile,18.7,1606653236540,512,513,6,YEP
5G-SA-Low-Band,TMobile,18.8,1606653255853,1682,1683,6,YEP
5G-SA-Low-Band,TMobile,18.9,1606653276436,1583,1584,6,YEP
5G-SA-Low-Band,TMobile,19,1606653297020,1449,1450,6,YEP
5G-SA-Low-Band,TMobile,19.1,1606653317570,1386,1387,6,YEP
5G-SA-Low-Band,TMobile,19.2,1606653338157,1282,1283,6,YEP
5G-SA-Low-Band,TMobile,19.3,1606653358740,1190,1190,6,YEP
5G-SA-Low-Band,TMobile,19.4,1606653379330,1086,1087,6,YEP
5G-SA-Low-Band,TMobile,19.5,1606653399917,982,983,6,YEP
5G-SA-Low-Band,TMobile,19.6,1606653420500,890,891,6,YEP
5G-SA-Low-Band,TMobile,19.7,1606653441091,746,747,6,YEP
5G-SA-Low-Band,TMobile,19.8,1606653461638,681,682,6,YEP
5G-SA-Low-Band,TMobile,19.9,1606653482220,598,598,6,YEP
5G-SA-Low-Band,TMobile,8,1606653808978,119,120,6,YEP
5G-SA-Low-Band,TMobile,8.1,1606653817198,99,100,6,YEP
5G-SA-Low-Band,TMobile,8.2,1606653825498,81,81,6,YEP
5G-SA-Low-Band,TMobile,8.3,1606653833879,98,99,6,YEP
5G-SA-Low-Band,TMobile,8.4,1606653842378,80,81,6,YEP
5G-SA-Low-Band,TMobile,8.5,1606653850959,99,99,6,YEP
5G-SA-Low-Band,TMobile,8.6,1606653859658,79,80,6,YEP
5G-SA-Low-Band,TMobile,8.7,1606653868438,99,100,6,YEP
5G-SA-Low-Band,TMobile,8.8,1606653877338,119,120,6,YEP
5G-SA-Low-Band,TMobile,8.9,1606653886358,140,140,6,YEP
5G-SA-Low-Band,TMobile,9,1606653895498,79,80,6,YEP
5G-SA-Low-Band,TMobile,9.1,1606653904678,99,100,6,YEP
5G-SA-Low-Band,TMobile,9.2,1606653913978,79,80,6,YEP
5G-SA-Low-Band,TMobile,9.3,1606653923358,99,100,6,YEP
5G-SA-Low-Band,TMobile,9.4,1606653932858,119,120,6,YEP
5G-SA-Low-Band,TMobile,9.5,1606653942478,99,100,6,YEP
5G-SA-Low-Band,TMobile,9.6,1606653952178,79,80,6,YEP
5G-SA-Low-Band,TMobile,9.7,1606653961958,99,100,6,YEP
5G-SA-Low-Band,TMobile,9.8,1606653971858,120,120,6,YEP
5G-SA-Low-Band,TMobile,9.9,1606653981878,100,100,6,YEP
5G-SA-Low-Band,TMobile,10,1606653991978,430,431,6,YEP
5G-SA-Low-Band,TMobile,10.1,1606654002509,90,91,6,YEP
5G-SA-Low-Band,TMobile,10.2,1606654012800,1211,1212,6,YEP
5G-SA-Low-Band,TMobile,10.3,1606654024312,99,100,6,YEP
5G-SA-Low-Band,TMobile,10.4,1606654034812,966,967,6,YEP
5G-SA-Low-Band,TMobile,10.5,1606654046279,99,100,6,YEP
5G-SA-Low-Band,TMobile,10.6,1606654056979,560,561,6,YEP
5G-SA-Low-Band,TMobile,10.7,1606654068240,99,100,6,YEP
5G-SA-Low-Band,TMobile,10.8,1606654079140,1412,1413,6,YEP
5G-SA-Low-Band,TMobile,10.9,1606654091453,99,100,6,YEP
5G-SA-Low-Band,TMobile,11,1606654102553,1041,1042,6,YEP
5G-SA-Low-Band,TMobile,11.1,1606654114695,99,100,6,YEP
5G-SA-Low-Band,TMobile,11.2,1606654125995,645,645,6,YEP
5G-SA-Low-Band,TMobile,11.3,1606654137940,99,100,6,YEP
5G-SA-Low-Band,TMobile,11.4,1606654149440,1534,1535,6,YEP
5G-SA-Low-Band,TMobile,11.5,1606654162475,100,100,6,YEP
5G-SA-Low-Band,TMobile,11.6,1606654174175,1122,1122,6,YEP
5G-SA-Low-Band,TMobile,11.7,1606654186997,139,140,6,YEP
5G-SA-Low-Band,TMobile,11.8,1606654198937,685,685,6,YEP
5G-SA-Low-Band,TMobile,11.9,1606654211522,109,109,6,YEP
5G-SA-Low-Band,TMobile,12,1606654223631,1606,1607,6,YEP
5G-SA-Low-Band,TMobile,12.1,1606654237338,101,100,6,YEP
5G-SA-Low-Band,TMobile,12.2,1606654249638,1163,1164,6,YEP
5G-SA-Low-Band,TMobile,12.3,1606654263102,100,100,6,YEP
5G-SA-Low-Band,TMobile,12.4,1606654275602,816,816,6,YEP
5G-SA-Low-Band,TMobile,12.5,1606654288918,139,140,6,YEP
5G-SA-Low-Band,TMobile,12.6,1606654301658,1644,1644,6,YEP
5G-SA-Low-Band,TMobile,12.7,1606654316002,100,100,6,YEP
5G-SA-Low-Band,TMobile,12.8,1606654328902,1251,1251,6,YEP
5G-SA-Low-Band,TMobile,12.9,1606654343053,100,100,6,YEP
5G-SA-Low-Band,TMobile,13,1606654356153,926,926,6,YEP
5G-SA-Low-Band,TMobile,13.1,1606654370179,100,100,6,YEP
5G-SA-Low-Band,TMobile,13.2,1606654383479,443,443,6,YEP
5G-SA-Low-Band,TMobile,13.3,1606654397222,139,140,6,YEP
5G-SA-Low-Band,TMobile,13.4,1606654410762,1337,1337,6,YEP
5G-SA-Low-Band,TMobile,13.5,1606654425599,100,100,6,YEP
5G-SA-Low-Band,TMobile,13.6,1606654439299,963,963,6,YEP
5G-SA-Low-Band,TMobile,13.7,1606654453962,139,140,6,YEP
5G-SA-Low-Band,TMobile,13.8,1606654467902,492,492,6,YEP
5G-SA-Low-Band,TMobile,13.9,1606654482294,100,100,6,YEP
5G-SA-Low-Band,TMobile,14,1606654496394,1446,1446,6,YEP
5G-SA-Low-Band,TMobile,14.1,1606654511940,100,100,6,YEP
5G-SA-Low-Band,TMobile,14.2,1606654526240,1041,1042,6,YEP
5G-SA-Low-Band,TMobile,14.3,1606654541582,140,140,6,YEP
5G-SA-Low-Band,TMobile,14.4,1606654556122,619,619,6,YEP
5G-SA-Low-Band,TMobile,14.5,1606654571241,98,99,6,YEP
5G-SA-Low-Band,TMobile,14.6,1606654585940,1522,1522,6,YEP
5G-SA-Low-Band,TMobile,14.7,1606654602162,140,140,6,YEP
5G-SA-Low-Band,TMobile,14.8,1606654617102,1059,1059,6,YEP
5G-SA-Low-Band,TMobile,14.9,1606654638061,580,581,6,OUT
5G-SA-Low-Band,TMobile,15,1606654653642,1659,1659,6,YEP
5G-SA-Low-Band,TMobile,15.1,1606654670401,1540,1541,6,YEP
5G-SA-Low-Band,TMobile,15.2,1606654687142,1415,1415,6,YEP
5G-SA-Low-Band,TMobile,15.3,1606654703857,1345,1345,6,YEP
5G-SA-Low-Band,TMobile,15.4,1606654720602,1250,1250,6,YEP
5G-SA-Low-Band,TMobile,15.5,1606654737352,1145,1145,6,YEP
5G-SA-Low-Band,TMobile,15.6,1606654754097,1045,1045,6,YEP
5G-SA-Low-Band,TMobile,15.7,1606654770842,911,911,6,YEP
5G-SA-Low-Band,TMobile,15.8,1606654787553,845,845,6,YEP
5G-SA-Low-Band,TMobile,15.9,1606654804298,744,744,6,YEP
5G-SA-Low-Band,TMobile,16,1606654821042,651,651,6,YEP
5G-SA-Low-Band,TMobile,16.1,1606654837793,549,549,6,YEP
5G-SA-Low-Band,TMobile,16.2,1606654854542,1692,1692,6,YEP
5G-SA-Low-Band,TMobile,16.3,1606654872534,1665,1665,6,YEP
5G-SA-Low-Band,TMobile,16.4,1606654890599,1522,1523,6,YEP
5G-SA-Low-Band,TMobile,16.5,1606654908622,1397,1397,6,YEP
5G-SA-Low-Band,TMobile,16.6,1606654926619,1323,1323,6,YEP
5G-SA-Low-Band,TMobile,16.7,1606654944642,1192,1193,6,YEP
5G-SA-Low-Band,TMobile,16.8,1606654962635,1125,1125,6,YEP
5G-SA-Low-Band,TMobile,16.9,1606654980660,1062,1062,6,YEP
5G-SA-Low-Band,TMobile,17,1606654998722,892,893,6,YEP
5G-SA-Low-Band,TMobile,17.1,1606655016715,139,140,6,YEP
5G-SA-Low-Band,TMobile,17.2,1606655034055,80,80,6,YEP
5G-SA-Low-Band,TMobile,17.3,1606655051435,100,100,6,YEP
5G-SA-Low-Band,TMobile,17.4,1606655068935,120,120,6,YEP
5G-SA-Low-Band,TMobile,17.5,1606655086555,100,100,6,YEP
5G-SA-Low-Band,TMobile,17.6,1606655104255,120,120,6,YEP
5G-SA-Low-Band,TMobile,17.7,1606655122075,140,140,6,YEP
