start,end,seconds,bytes,bits_per_second,omitted,sender,interval,type,rtt,snd_cwnd,timestamp,throughput,protocol,direction,throughput_rolled3
0.0,1.000974,1.0009740591049194,2560736,20465952.95218607,False,False,0,summary,,,2021-01-23 18:27:01.000974,20.465952952186072,TCP,downlink,20.465952952186072
1.000974,2.003009,1.0020350217819214,5410784,43198362.39158978,False,False,1,summary,,,2021-01-23 18:27:02.003009,43.19836239158978,TCP,downlink,31.832157671887927
2.003009,3.005123,1.0021140575408936,10414592,83140971.20287135,False,False,2,summary,,,2021-01-23 18:27:03.005123,83.14097120287136,TCP,downlink,48.93509551554907
3.005123,4.000452,0.9953290224075317,17978816,144505509.99919444,False,False,3,summary,,,2021-01-23 18:27:04.000452,144.50550999919443,TCP,downlink,90.28161453121852
4.000452,5.000668,1.000216007232666,41547296,332306587.37366474,False,False,4,summary,,,2021-01-23 18:27:05.000668,332.30658737366474,TCP,downlink,186.65102285857685
5.000668,6.000817,1.0001490116119385,97939552,783399680.3508388,False,False,5,summary,,,2021-01-23 18:27:06.000817,783.3996803508388,TCP,downlink,420.07059257456604
6.000817,7.003402,1.0025850534439087,130626432,1042317010.8215312,False,False,6,summary,,,2021-01-23 18:27:07.003402,1042.317010821531,TCP,downlink,719.3410928486782
7.003402,8.000969,0.9975669980049133,130678720,1047979496.2050769,False,False,7,summary,,,2021-01-23 18:27:08.000969,1047.9794962050769,TCP,downlink,957.8987291258155
8.000969,9.00308,1.0021109580993652,131380128,1048826994.1618412,False,False,8,summary,,,2021-01-23 18:27:09.003080,1048.8269941618412,TCP,downlink,1046.3745003961496
9.00308,10.000846,0.9977660179138184,129953920,1041959077.9145956,False,False,9,summary,,,2021-01-23 18:27:10.000846,1041.9590779145956,TCP,downlink,1046.2551894271712
10.000846,11.000647,0.999800980091095,129042656,1032546745.3592016,False,False,10,summary,,,2021-01-23 18:27:11.000647,1032.5467453592016,TCP,downlink,1041.110939145213
11.000647,12.000767,1.0001200437545776,129962848,1039577989.1550056,False,False,11,summary,,,2021-01-23 18:27:12.000767,1039.5779891550055,TCP,downlink,1038.0279374762677
12.000767,13.000365,0.9995980262756348,128676992,1029829900.560591,False,False,12,summary,,,2021-01-23 18:27:13.000365,1029.8299005605909,TCP,downlink,1033.9848783582659
13.000365,14.000502,1.0001369714736938,129484352,1035732950.1314672,False,False,13,summary,,,2021-01-23 18:27:14.000502,1035.7329501314673,TCP,downlink,1035.0469466156876
14.000502,15.001024,1.0005220174789429,129071552,1032033676.3820709,False,False,14,summary,,,2021-01-23 18:27:15.001024,1032.033676382071,TCP,downlink,1032.532175691376
15.001024,16.001152,1.0001280307769775,108939296,871402801.6222479,False,False,15,summary,,,2021-01-23 18:27:16.001152,871.4028016222479,TCP,downlink,979.7231427119283
16.001152,17.001675,1.0005229711532593,99629280,796617631.9583081,False,False,16,summary,,,2021-01-23 18:27:17.001675,796.6176319583082,TCP,downlink,900.0180366542087
17.001675,18.004985,1.003309965133667,105013216,837334181.0554788,False,False,17,summary,,,2021-01-23 18:27:18.004985,837.3341810554788,TCP,downlink,835.1182048786781
18.004985,19.017695,1.0127099752426147,109338336,863728717.3856925,False,False,18,summary,,,2021-01-23 18:27:19.017695,863.7287173856924,TCP,downlink,832.5601767998263
19.017695,20.000103,0.9824079871177673,116725792,950528037.4802763,False,False,19,summary,,,2021-01-23 18:27:20.000103,950.5280374802763,TCP,downlink,883.863645307149
20.000103,21.001056,1.000952959060669,121235872,968963593.3642452,False,False,20,summary,,,2021-01-23 18:27:21.001056,968.9635933642452,TCP,downlink,927.7401160767378
21.001056,22.001108,1.0000519752502441,123641856,989083440.1406864,False,False,21,summary,,,2021-01-23 18:27:22.001108,989.0834401406864,TCP,downlink,969.5250236617358
22.001108,23.000721,0.9996129870414734,123395552,987546609.3349617,False,False,22,summary,,,2021-01-23 18:27:23.000721,987.5466093349617,TCP,downlink,981.8645476132974
23.000721,24.001374,1.0006530284881592,127769856,1021491784.7641284,False,False,23,summary,,,2021-01-23 18:27:24.001374,1021.4917847641284,TCP,downlink,999.3739447465919
24.001374,25.001075,0.9997010231018066,127875808,1023312410.7704549,False,False,24,summary,,,2021-01-23 18:27:25.001075,1023.3124107704549,TCP,downlink,1010.7836016231813
25.001075,26.001076,1.0000009536743164,132131776,1057053199.9155122,False,False,25,summary,,,2021-01-23 18:27:26.001076,1057.053199915512,TCP,downlink,1033.9524651500315
26.001076,27.000423,0.9993469715118408,121376960,971650195.2580289,False,False,26,summary,,,2021-01-23 18:27:27.000423,971.6501952580288,TCP,downlink,1017.3386019813315
27.000423,28.000905,1.0004819631576538,125244896,1001476493.2270082,False,False,27,summary,,,2021-01-23 18:27:28.000905,1001.4764932270082,TCP,downlink,1010.0599628001827
28.000905,29.000799,0.9998940229415894,130535616,1044395609.974562,False,False,28,summary,,,2021-01-23 18:27:29.000799,1044.3956099745621,TCP,downlink,1005.8407661531995
29.000799,30.001031,1.0002319812774658,79316768,634386978.098413,False,False,29,summary,,,2021-01-23 18:27:30.001031,634.386978098413,TCP,downlink,893.419693766661
