start,end,seconds,bytes,bits_per_second,omitted,sender,interval,type,rtt,snd_cwnd,timestamp,throughput,protocol,direction,throughput_rolled3
0.0,1.000204,1.0002039670944214,3411104,27283267.11128099,False,False,0,summary,,,2021-01-23 17:56:36.000204,27.28326711128099,TCP,downlink,27.28326711128099
1.000204,2.019168,1.0189640522003174,8192704,64321829.46834244,False,False,1,summary,,,2021-01-23 17:56:37.019168,64.32182946834244,TCP,downlink,45.80254828981172
2.019168,3.015947,0.9967790246009827,13629280,109386571.45564148,False,False,2,summary,,,2021-01-23 17:56:38.015947,109.38657145564147,TCP,downlink,66.99722267842164
3.015947,4.001116,0.985168993473053,41046208,333313031.74939173,False,False,3,summary,,,2021-01-23 17:56:39.001116,333.3130317493917,TCP,downlink,169.00714422445853
4.001116,5.002305,1.0011889934539795,51278848,409743601.539959,False,False,4,summary,,,2021-01-23 17:56:40.002305,409.743601539959,TCP,downlink,284.1477349149974
5.002305,6.003144,1.0008389949798584,54208064,433300974.6574946,False,False,5,summary,,,2021-01-23 17:56:41.003144,433.3009746574946,TCP,downlink,392.11920264894843
6.003144,7.000663,0.9975190162658691,53359008,427933760.6995811,False,False,6,summary,,,2021-01-23 17:56:42.000663,427.9337606995811,TCP,downlink,423.6594456323449
7.000663,8.00355,1.0028870105743408,54119296,431708022.3743774,False,False,7,summary,,,2021-01-23 17:56:43.003550,431.70802237437744,TCP,downlink,430.9809192438177
8.00355,9.000321,0.996770977973938,53083488,426043608.19492435,False,False,8,summary,,,2021-01-23 17:56:44.000321,426.04360819492433,TCP,downlink,428.5617970896276
9.000321,10.00117,1.0008490085601807,52827552,422261912.02205503,False,False,9,summary,,,2021-01-23 17:56:45.001170,422.261912022055,TCP,downlink,426.67118086378554
10.00117,11.003556,1.0023859739303589,54411040,434252205.558337,False,False,10,summary,,,2021-01-23 17:56:46.003556,434.252205558337,TCP,downlink,427.5192419251054
11.003556,12.000328,0.9967719912528992,53586784,430082582.337762,False,False,11,summary,,,2021-01-23 17:56:47.000328,430.082582337762,TCP,downlink,428.86556663938455
12.000328,13.003686,1.003358006477356,53159520,423852859.3528473,False,False,12,summary,,,2021-01-23 17:56:48.003686,423.8528593528473,TCP,downlink,429.3958824163153
13.003686,14.004372,1.0006860494613647,53796288,430075251.10563266,False,False,13,summary,,,2021-01-23 17:56:49.004372,430.0752511056327,TCP,downlink,428.0035642654139
14.004372,15.000853,0.9964810013771057,53215232,427225261.10549587,False,False,14,summary,,,2021-01-23 17:56:50.000853,427.22526110549586,TCP,downlink,427.0511238546585
15.000853,16.0013,1.0004470348358154,51641600,412948197.7702095,False,False,15,summary,,,2021-01-23 17:56:51.001300,412.9481977702095,TCP,downlink,423.416236660446
16.0013,17.000035,0.9987350106239319,53149152,425731762.15618235,False,False,16,summary,,,2021-01-23 17:56:52.000035,425.73176215618236,TCP,downlink,421.9684070106293
17.000035,18.002504,1.0024689435958862,52757056,421016980.82144153,False,False,17,summary,,,2021-01-23 17:56:53.002504,421.0169808214415,TCP,downlink,419.8989802492777
18.002504,19.001218,0.998714029788971,53030816,424792798.8852261,False,False,18,summary,,,2021-01-23 17:56:54.001218,424.7927988852261,TCP,downlink,423.84718062095
19.001218,20.000397,0.9991790056228638,54545216,436720272.8884228,False,False,19,summary,,,2021-01-23 17:56:55.000397,436.7202728884228,TCP,downlink,427.5100175316968
20.000397,21.001735,1.001338005065918,53288544,425738711.44732606,False,False,20,summary,,,2021-01-23 17:56:56.001735,425.73871144732607,TCP,downlink,429.083927740325
21.001735,22.004843,1.003108024597168,53055968,423132637.3552354,False,False,21,summary,,,2021-01-23 17:56:57.004843,423.1326373552354,TCP,downlink,428.5305405636614
22.004843,23.001884,0.9970409870147705,53204928,426902634.43873286,False,False,22,summary,,,2021-01-23 17:56:58.001884,426.9026344387329,TCP,downlink,425.2579944137647
23.001884,24.000133,0.9982489943504333,54210688,434446221.78878504,False,False,23,summary,,,2021-01-23 17:56:59.000133,434.44622178878507,TCP,downlink,428.16049786091776
24.000133,25.001916,1.001783013343811,53986304,431121736.1915635,False,False,24,summary,,,2021-01-23 17:57:00.001916,431.1217361915635,TCP,downlink,430.82353080636045
25.001916,26.001846,0.9999300241470337,53538208,428335637.15156555,False,False,25,summary,,,2021-01-23 17:57:01.001846,428.33563715156555,TCP,downlink,431.30119837730473
26.001846,27.00663,1.0047839879989624,54182240,431394135.63231224,False,False,26,summary,,,2021-01-23 17:57:02.006630,431.3941356323122,TCP,downlink,430.2838363251471
27.00663,28.002425,0.9957950115203857,53831072,432467095.1529303,False,False,27,summary,,,2021-01-23 17:57:03.002425,432.4670951529303,TCP,downlink,430.73228931226936
28.002425,29.004987,1.0025620460510254,53358688,425778639.5180119,False,False,28,summary,,,2021-01-23 17:57:04.004987,425.7786395180119,TCP,downlink,429.8799567677515
29.004987,30.000571,0.9955840110778809,54641952,439074564.4124296,False,False,29,summary,,,2021-01-23 17:57:05.000571,439.0745644124296,TCP,downlink,432.44009969445733
