start,end,seconds,bytes,bits_per_second,omitted,sender,interval,type,rtt,snd_cwnd,timestamp,throughput,protocol,direction,throughput_rolled3
0.0,1.005218,1.0052180290222168,3427616,27278587.538538825,False,False,0,summary,,,2021-01-23 17:58:23.005218,27.278587538538826,TCP,downlink,27.278587538538826
1.005218,2.003178,0.9979599714279175,10014528,80279997.48864354,False,False,1,summary,,,2021-01-23 17:58:24.003178,80.27999748864355,TCP,downlink,53.77929251359119
2.003178,3.001173,0.9979950189590454,32113088,257420827.87944514,False,False,2,summary,,,2021-01-23 17:58:25.001173,257.42082787944514,TCP,downlink,121.65980430220918
3.001173,4.014237,1.0130640268325806,70426432,556145950.3813865,False,False,3,summary,,,2021-01-23 17:58:26.014237,556.1459503813866,TCP,downlink,297.9489252498251
4.014237,5.001126,0.9868890047073364,138143520,1119830249.1248584,False,False,4,summary,,,2021-01-23 17:58:27.001126,1119.8302491248585,TCP,downlink,644.46567579523
5.001126,6.001511,1.000385046005249,156129568,1248555792.5797367,False,False,5,summary,,,2021-01-23 17:58:28.001511,1248.5557925797368,TCP,downlink,974.843997361994
6.001511,7.004176,1.0026650428771973,156215904,1246405507.8791273,False,False,6,summary,,,2021-01-23 17:58:29.004176,1246.4055078791273,TCP,downlink,1204.9305165279075
7.004176,8.000676,0.9965000152587891,153631776,1233370987.6369817,False,False,7,summary,,,2021-01-23 17:58:30.000676,1233.3709876369817,TCP,downlink,1242.7774293652817
8.000676,9.001513,1.000836968421936,160097600,1279709723.372293,False,False,8,summary,,,2021-01-23 17:58:31.001513,1279.709723372293,TCP,downlink,1253.1620729628005
9.001513,10.005245,1.0037319660186768,154425728,1230812473.6728892,False,False,9,summary,,,2021-01-23 17:58:32.005245,1230.8124736728892,TCP,downlink,1247.9643948940547
10.005245,11.000036,0.9947909712791443,156414048,1257864637.021192,False,False,10,summary,,,2021-01-23 17:58:33.000036,1257.864637021192,TCP,downlink,1256.1289446887915
11.000036,12.000447,1.000411033630371,156676512,1252897113.1511002,False,False,11,summary,,,2021-01-23 17:58:34.000447,1252.8971131511003,TCP,downlink,1247.1914079483938
12.000447,13.001143,1.0006959438323975,156905280,1254369269.443382,False,False,12,summary,,,2021-01-23 17:58:35.001143,1254.369269443382,TCP,downlink,1255.0436732052246
13.001143,14.00293,1.0017869472503662,158812416,1268233062.4162917,False,False,13,summary,,,2021-01-23 17:58:36.002930,1268.2330624162917,TCP,downlink,1258.4998150035915
14.00293,15.000025,0.997094988822937,153876032,1234594767.5990186,False,False,14,summary,,,2021-01-23 17:58:37.000025,1234.5947675990185,TCP,downlink,1252.3990331528973
15.000025,16.000173,1.000148057937622,157229664,1257651106.7708833,False,False,15,summary,,,2021-01-23 17:58:38.000173,1257.6511067708834,TCP,downlink,1253.492978928731
16.000173,17.002861,1.0026880502700806,156886016,1251723432.489231,False,False,16,summary,,,2021-01-23 17:58:39.002861,1251.723432489231,TCP,downlink,1247.9897689530444
17.002861,18.001116,0.9982550144195557,154205568,1235800998.9234202,False,False,17,summary,,,2021-01-23 17:58:40.001116,1235.8009989234201,TCP,downlink,1248.3918460611783
18.001116,19.001608,1.000491976737976,151079296,1208040040.4015787,False,False,18,summary,,,2021-01-23 17:58:41.001608,1208.0400404015786,TCP,downlink,1231.8548239380768
19.001608,20.003774,1.0021660327911377,156690624,1250815684.2123268,False,False,19,summary,,,2021-01-23 17:58:42.003774,1250.8156842123267,TCP,downlink,1231.5522411791085
20.003774,21.000936,0.9971619844436646,156840608,1258295927.4164815,False,False,20,summary,,,2021-01-23 17:58:43.000936,1258.2959274164814,TCP,downlink,1239.0505506767954
21.000936,22.001433,1.0004969835281372,153974400,1231183322.1687648,False,False,21,summary,,,2021-01-23 17:58:44.001433,1231.1833221687648,TCP,downlink,1246.7649779325243
22.001433,23.000434,0.9990010261535645,154752864,1239260901.2292383,False,False,22,summary,,,2021-01-23 17:58:45.000434,1239.2609012292382,TCP,downlink,1242.9133836048281
23.000434,24.002124,1.0016900300979614,156444672,1249445775.0344212,False,False,23,summary,,,2021-01-23 17:58:46.002124,1249.445775034421,TCP,downlink,1239.9633328108082
24.002124,25.001776,0.9996520280838013,135479232,1084211131.0248268,False,False,24,summary,,,2021-01-23 17:58:47.001776,1084.2111310248267,TCP,downlink,1190.9726024294953
25.001776,26.003378,1.001602053642273,151968544,1213803773.2440696,False,False,25,summary,,,2021-01-23 17:58:48.003378,1213.8037732440696,TCP,downlink,1182.4868931011058
26.003378,27.001187,0.9978089928627014,156655872,1255998878.5072484,False,False,26,summary,,,2021-01-23 17:58:49.001187,1255.9988785072485,TCP,downlink,1184.6712609253818
27.001187,28.001588,1.0004010200500488,156821696,1254070660.5209532,False,False,27,summary,,,2021-01-23 17:58:50.001588,1254.0706605209532,TCP,downlink,1241.2911040907575
28.001588,29.000108,0.998520016670227,156134720,1250929114.2357967,False,False,28,summary,,,2021-01-23 17:58:51.000108,1250.9291142357968,TCP,downlink,1253.6662177546666
29.000108,30.002291,1.002182960510254,130967680,1045459243.7558012,False,False,29,summary,,,2021-01-23 17:58:52.002291,1045.4592437558013,TCP,downlink,1183.4863395041841
